Date,PlayerNo.,Name,CashBuilder,Chaser,LowerOffer,HigherOffer,ChosenOffer,HTHResult,FC CorrectAnswers,FC Winner,Amount WonBy Player,bgc,Series
18/03/2019,P4,Eimear,"£5,000",Jenny Ryan,"-£3,000","£51,000","£5,000 =",Caught -4,,Team by 7,£0,,12
19/03/2019,P1,Brett,"£7,000",Anne Hegerty,"£1,000","£21,000","£7,000 =",Home +1,2 (team 3),Chaser by 0:50,£0,C,12
19/03/2019,P2,Moira,"£5,000",Anne Hegerty,£500,"£25,000","£5,000 =",Home +3,5 (team 3),Chaser by 0:50,£0,C,12
19/03/2019,P3,Katie,"£5,000",Anne Hegerty,"-£1,000","£30,000","£5,000 =",Caught -5,,Chaser by 0:50,£0,,12
19/03/2019,P4,Sam,"£4,000",Anne Hegerty,"-£3,000","£48,000","£4,000 =",Home +2,3 (team 3),Chaser by 0:50,£0,C,12
20/03/2019,P1,Greg,"£5,000",Paul Sinha,£500,"£20,000","£5,000 =",Caught -4,,Chaser by 1:06,£0,,12
20/03/2019,P2,Jon,"£6,000",Paul Sinha,£600,"£24,000","£6,000 =",Home +5,10 (solo),Chaser by 1:06,£0,C,12
20/03/2019,P3,Iris,"£3,000",Paul Sinha,"£1,000","£30,000","£1,000 \/",Caught -3,,Chaser by 1:06,£0,,12
20/03/2019,P4,Nicola,"£8,000",Paul Sinha,"-£1,000","£44,000","£8,000 =",Caught -1,,Chaser by 1:06,£0,,12
21/03/2019,P1,Paula,"£5,000",Paul Sinha,£500,"£20,000","£5,000 =",Home +1,11 (team 2),Chaser by 0:32,£0,C,12
21/03/2019,P2,Bill,"£6,000",Paul Sinha,£600,"£24,000","£6,000 =",Caught -1,,Chaser by 0:32,£0,,12
21/03/2019,P3,Victoria,"£1,000",Paul Sinha,£100,"£25,000","£1,000 =",Caught -2,,Chaser by 0:32,£0,,12
21/03/2019,P4,Rob,"£7,000",Paul Sinha,"-£1,000","£45,000","£7,000 =",Home +2,3 (team 2),Chaser by 0:32,£0,C,12
22/03/2019,P1,Sue,"£7,000",Mark Labbett,"£1,000","£27,000","£7,000 =",Home +2,8 (team 2),Chaser by 0:50,£0,C,12
22/03/2019,P2,Roger,"£2,000",Mark Labbett,£200,"£20,000","£2,000 =",Home +2,2 (team 2),Chaser by 0:50,£0,C,12
22/03/2019,P3,Mark,"£4,000",Mark Labbett,"-£1,000","£30,000","£4,000 =",Caught -1,,Chaser by 0:50,£0,,12
22/03/2019,P4,Leah,"£5,000",Mark Labbett,"-£1,000","£41,000","£41,000 /\",Caught -1,,Chaser by 0:50,£0,,12
25/03/2019,P1,Ray,"£5,000",Anne Hegerty,"£1,000","£23,000","£5,000 =",Home +1,3 (team 2),Chaser by 0:45,£0,C,12
25/03/2019,P2,Nicola,"£4,000",Anne Hegerty,"£1,000","£27,000","£4,000 =",Home +2,7 (team 2),Chaser by 0:45,£0,C,12
25/03/2019,P3,Darrion,"£3,000",Anne Hegerty,"£1,000","£33,000","£3,000 =",Caught -5,,Chaser by 0:45,£0,,12
25/03/2019,P4,Isabelle,"£2,000",Anne Hegerty,"-£1,000","£51,000","£2,000 =",Caught -1,,Chaser by 0:45,£0,,12
27/03/2019,P1,Matt,"£7,000",Mark Labbett,"£1,000","£24,000","£7,000 =",Home +3,7 (team 4),Team by 4,"£5,000",T,12
27/03/2019,P2,Anwen,"£5,000",Mark Labbett,"£1,000","£30,000","£5,000 =",Home +2,3 (team 4),Team by 4,"£5,000",T,12
27/03/2019,P3,Camille,"£4,000",Mark Labbett,£400,"£40,000","£4,000 =",Home +3,5 (team 4),Team by 4,"£5,000",T,12
27/03/2019,P4,Michael,"£4,000",Mark Labbett,"-£4,000","£44,000","£4,000 =",Home +3,2 (team 4),Team by 4,"£5,000",T,12
29/03/2019,P1,Paula,"£4,000",Shaun Wallace,£400,"£20,000","£4,000 =",Home +3,5 (team 2),Team by 1,"£2,500",T,12
29/03/2019,P2,Rob,"£6,000",Shaun Wallace,"£1,000","£24,000","£6,000 =",Caught -2,,Team by 1,£0,,12
29/03/2019,P3,Julie,"£5,000",Shaun Wallace,"£1,000","£40,000","£1,000 \/",Home +3,7 (team 2),Team by 1,"£2,500",T,12
29/03/2019,P4,Bill,"£6,000",Shaun Wallace,"-£2,000","£55,000","£6,000 =",Caught -1,,Team by 1,£0,,12
08/04/2019,P1,Arthur,"£6,000",Jenny Ryan,£600,"£26,000","£6,000 =",Home +1,4 (team 3),Team by 4,"£6,000",T,12
08/04/2019,P2,Andrew,"£6,000",Jenny Ryan,£600,"£36,000","£6,000 =",Home +1,3 (team 3),Team by 4,"£6,000",T,12
08/04/2019,P3,Leana,"£3,000",Jenny Ryan,£600,"£46,000","£3,000 =",Caught -1,,Team by 4,£0,,12
08/04/2019,P4,Steph,"£6,000",Jenny Ryan,"-£3,000","£48,000","£6,000 =",Home +1,9 (team 3),Team by 4,"£6,000",T,12
12/04/2019,P1,Matt,"£7,000",Anne Hegerty,"£2,000","£27,000","£7,000 =",Home +3,6 (team 3),Chaser by 0:38,£0,C,12
12/04/2019,P2,Liz,"£5,000",Anne Hegerty,"£1,000","£30,000","£5,000 =",Home +3,3 (team 3),Chaser by 0:38,£0,C,12
12/04/2019,P3,Aaron,"£7,000",Anne Hegerty,"-£1,000","£38,000","£7,000 =",Home +1,3 (team 3),Chaser by 0:38,£0,C,12
12/04/2019,P4,Michele,"£4,000",Anne Hegerty,"-£4,000","£41,000","£4,000 =",Caught -4,,Chaser by 0:38,£0,,12
15/04/2019,P1,Joel,"£4,000",Anne Hegerty,"£1,000","£22,000","£4,000 =",Caught -2,,Chaser by 0:47,£0,,12
15/04/2019,P2,Caroline,"£8,000",Anne Hegerty,"£2,000","£38,000","£8,000 =",Caught -2,,Chaser by 0:47,£0,,12
15/04/2019,P3,Trish,"£5,000",Anne Hegerty,"£1,000","£40,000","£5,000 =",Caught -3,,Chaser by 0:47,£0,,12
15/04/2019,P4,Ian,"£7,000",Anne Hegerty,"£1,000","£50,000","£7,000 =",Home +2,13 (solo),Chaser by 0:47,£0,C,12
16/04/2019,P1,Martyn,"£8,000",Paul Sinha,£800,"£28,000","£8,000 =",Home +2,14 (team 4),Team by 10,"£7,250",T,12
16/04/2019,P2,Natasha,"£9,000",Paul Sinha,"£2,000","£40,000","£9,000 =",Home +2,0 (team 4),Team by 10,"£7,250",T,12
16/04/2019,P3,David,"£8,000",Paul Sinha,"-£2,000","£50,000","£8,000 =",Home +1,1 (team 4),Team by 10,"£7,250",T,12
16/04/2019,P4,Sydney,"£4,000",Paul Sinha,"-£5,000","£55,000","£4,000 =",Home +2,3 (team 4),Team by 10,"£7,250",T,12
22/04/2019,P1,Melanie,"£1,000",Paul Sinha,£100,"£15,000","£1,000 =",Caught -2,,Chaser by 0:56,£0,,12
22/04/2019,P2,Gerard,"£4,000",Paul Sinha,"£1,000","£24,000","£4,000 =",Caught -4,,Chaser by 0:56,£0,,12
22/04/2019,P3,Vicky,"£6,000",Paul Sinha,"£1,000","£36,000","£6,000 =",Caught -1,,Chaser by 0:56,£0,,12
22/04/2019,P4,Mark,"£5,000",Paul Sinha,"£1,000","£60,000","£60,000 /\",Home +1,9 (solo),Chaser by 0:56,£0,C,12
23/04/2019,P1,Kate,"£6,000",Anne Hegerty,"£1,000","£26,000","£6,000 =",Caught -2,,Chaser by 0:14,£0,,12
23/04/2019,P2,Dave,"£8,000",Anne Hegerty,£800,"£38,000","£8,000 =",Home +2,11 (team 2),Chaser by 0:14,£0,C,12
23/04/2019,P3,Greg,"£3,000",Anne Hegerty,"£1,000","£40,000","£3,000 =",Caught -2,,Chaser by 0:14,£0,,12
23/04/2019,P4,Philippa,"£6,000",Anne Hegerty,"£1,000","£67,000","£1,000 \/",Home +5,2 (team 2),Chaser by 0:14,£0,C,12
26/04/2019,P1,Emma,"£6,000",Mark Labbett,£600,"£20,000","£6,000 =",Caught -1,,Team by 11,£0,,12
26/04/2019,P2,Peter,"£6,000",Mark Labbett,"£1,000","£26,000","£6,000 =",Caught -2,,Team by 11,£0,,12
26/04/2019,P3,Shelley,"£5,000",Mark Labbett,£500,"£35,000","£5,000 =",Home +1,11 (team 2),Team by 11,"£7,000",T,12
