Date,Episode,Team,Chaser,NPlayersFinal,PrizeFund,Target,Series,isCelebrity,ChaserWin,ChaserWinBy,ChaserLoseBy
29/01/2021,63.0,"Neil, Andrew, Sakhile, Sara",Jenny Ryan,3,15000.0,14,14,False,True,50,0
01/02/2021,64.0,"Tina, Mervin, Val, Jim",Shaun Wallace,2,10000.0,13,14,False,True,28,0
02/02/2021,65.0,"Dechlan, Marryk, Jess, Trudi",Anne Hegerty,2,13000.0,15,14,False,True,40,0
03/02/2021,66.0,"Hilary, Dickie, Eleanor, Paddy",Mark Labbett,4,25000.0,20,14,False,False,0,3
04/02/2021,67.0,"Pete, Andrew, Janty, Kerri",Jenny Ryan,1,40000.0,6,14,False,True,86,0
05/02/2021,68.0,"Ben, Cliff, Carole, Taylor",Paul Sinha,4,16000.0,12,14,False,True,43,0
08/02/2021,69.0,"Claudia, Neville, Kim, Pete",Jenny Ryan,3,41000.0,18,14,False,True,17,0
09/02/2021,70.0,"Karl, Susan, Charlene, Duncan",Darragh Ennis,2,9000.0,13,14,False,True,50,0
10/02/2021,71.0,"Kieran, Jo, Kim, Gary",Mark Labbett,3,18000.0,15,14,False,True,46,0
11/02/2021,75.0,"Martin, Ian, Hannah, Vickie",Anne Hegerty,2,16000.0,18,14,False,True,15,0
12/02/2021,73.0,"Donnie, Kate, Jack, Nicole",Shaun Wallace,3,60000.0,17,14,False,False,0,3
15/02/2021,76.0,"Willie, Sarah, Harry, Christine",Mark Labbett,2,9000.0,16,14,False,True,18,0
16/02/2021,59.0,"Farooq, Neil, Carys, Emily",Paul Sinha,2,10000.0,13,14,False,True,43,0
17/02/2021,78.0,"Nick, Sophie, John, Sue",Jenny Ryan,3,18000.0,19,14,False,False,0,1
18/02/2021,79.0,"Rob, Cydney, Pauline, Joel",Darragh Ennis,3,75000.0,14,14,False,True,38,0
19/02/2021,88.0,"Mel, Natalie, Leon, Jon",Shaun Wallace,2,30000.0,16,14,False,True,37,0
22/02/2021,81.0,"Paul, Alex, Catherine, Harriet",Anne Hegerty,3,14000.0,7,14,False,True,84,0
23/02/2021,82.0,"Pablo, Frankie, Veronica, Jordan",Paul Sinha,2,14000.0,17,14,False,False,0,7
24/02/2021,83.0,"Gerry, Callum, Jacquie, Suzie",Shaun Wallace,2,60000.0,11,14,False,True,46,0
25/02/2021,84.0,"Rory, Ann, Keziah, Richie",Mark Labbett,3,3000.0,19,14,False,True,12,0
26/02/2021,77.0,"Charlotte, Ben, Lord Keith, Melanie",Jenny Ryan,3,11000.0,14,14,False,True,35,0
01/03/2021,85.0,"Nigel, Sian, Sam, Alayne",Mark Labbett,3,9000.0,21,14,False,False,0,4
02/03/2021,86.0,"Julia, Emma, Paul, Michael",Anne Hegerty,3,9000.0,14,14,False,True,49,0
03/03/2021,87.0,"Mohsen, Sandra, Selina, Jacob",Darragh Ennis,2,7000.0,15,14,False,True,29,0
04/03/2021,94.0,"Jill, Beorn, Benny, Annie",Jenny Ryan,2,7000.0,15,14,False,True,44,0
05/03/2021,89.0,"Ric, Gemma, Cameron, Michele",Paul Sinha,4,25000.0,21,14,False,True,5,0
08/03/2021,55.0,"Ross, Carmel, Samta, Ali",Jenny Ryan,2,6000.0,20,14,False,True,4,0
09/03/2021,90.0,"Paul, Beth, Mark, Emma",Mark Labbett,3,8000.0,16,14,False,True,2,0
10/03/2021,91.0,"Mike, Clare, Aamna, Antony",Paul Sinha,3,18000.0,18,14,False,True,9,0
11/03/2021,92.0,"Dave, Carolyn, Jerome, Ruth",Shaun Wallace,3,14000.0,20,14,False,False,0,4
12/03/2021,93.0,"Graham, Jenny, Mat, Martine",Anne Hegerty,1,4000.0,9,14,False,True,68,0
19/04/2021,101.0,"Jim, Nuala, Sarah, Jack",Mark Labbett,2,12000.0,14,14,False,True,20,0
20/04/2021,100.0,"Harry, Bill, Samantha, Donna",Paul Sinha,3,16000.0,20,14,False,False,0,4
21/04/2021,97.0,"Alex, Kelley, Tony, Jade",Jenny Ryan,3,11000.0,18,14,False,True,42,0
22/04/2021,108.0,"David, Mary, Emma, Richard",Anne Hegerty,2,12000.0,21,14,False,True,11,0
23/04/2021,99.0,"Deepak, Lynn, Franky, Nick",Darragh Ennis,2,5100.0,11,14,False,True,68,0
26/04/2021,96.0,"Perry, Ros, Anna, Ben",Paul Sinha,2,15000.0,16,14,False,True,25,0
27/04/2021,116.0,"Mia, Steve, Liz, Dimitri",Mark Labbett,2,15000.0,19,14,False,False,0,2
28/04/2021,106.0,"Alan, Laura, Kerry, Enyioma",Darragh Ennis,3,10000.0,17,14,False,True,30,0
29/04/2021,103.0,"John, Sylvia, Jack, Dee",Anne Hegerty,3,16000.0,17,14,False,True,17,0
30/04/2021,104.0,"Nicky, Kate, Guy, Jules",Jenny Ryan,2,12000.0,18,14,False,True,23,0
03/05/2021,105.0,"Karen, Joe, Nav, Sarah",Mark Labbett,4,25000.0,18,14,False,True,17,0
04/05/2021,111.0,"Tracy, Andy, George, Ellie",Paul Sinha,4,59000.0,23,14,False,True,12,0
05/05/2021,107.0,"Eva, Jack, Emma, Gary",Jenny Ryan,3,20000.0,20,14,False,False,0,3
06/05/2021,110.0,"Jackie, Tommy, Craig, Victoria",Shaun Wallace,2,6000.0,11,14,False,True,34,0
07/05/2021,115.0,"Tony, Will, Michelle, George",Anne Hegerty,2,10000.0,16,14,False,True,13,0
10/05/2021,109.0,"James, Gareth, Adebola, Beth",Paul Sinha,3,10000.0,19,14,False,True,9,0
11/05/2021,80.0,"Calum, Suzanne, Emma, Daniel",Shaun Wallace,3,15000.0,19,14,False,False,0,2
12/05/2021,112.0,"Siva, Fiona, David, Ashlea",Mark Labbett,2,8000.0,13,14,False,True,36,0
13/05/2021,113.0,"Andrea, Rosie, Daniel, Aodhan",Jenny Ryan,2,10000.0,9,14,False,True,50,0
14/05/2021,114.0,"Ben, Debbie, Alex, Steve",Darragh Ennis,2,7000.0,17,14,False,True,25,0
17/05/2021,133.0,"Martyn, Cathryn, Richard, Katrina",Mark Labbett,3,20000.0,20,14,False,False,0,1
18/05/2021,98.0,"Alan, Kiera, Sue, Gary",Anne Hegerty,2,70000.0,13,14,False,True,49,0
19/05/2021,117.0,"Michael, Amanda, Lily, Paul",Paul Sinha,3,13000.0,21,14,False,True,7,0
20/05/2021,118.0,"Zoe, Terry, Rory, Linda",Jenny Ryan,2,7000.0,14,14,False,True,19,0
21/05/2021,119.0,"Armin, Sally, Karen, Ryan",Shaun Wallace,3,17000.0,18,14,False,True,1,0
24/05/2021,120.0,"Bridie, Anton, Edd, Laura",Jenny Ryan,3,9000.0,18,14,False,False,0,4
25/05/2021,121.0,"Andy, Heather, Ahmed, Nichola",Darragh Ennis,2,8000.0,18,14,False,True,30,0
26/05/2021,122.0,"Michael, Beth, Nigel, Alison",Anne Hegerty,1,75000.0,13,14,False,True,49,0
27/05/2021,123.0,"Tricia, Jonathan, Katie, Will",Mark Labbett,3,16000.0,16,14,False,True,45,0
28/05/2021,124.0,"Krissy, Steven, Alice, Bryan",Shaun Wallace,2,9000.0,8,14,False,True,70,0
31/05/2021,125.0,"Stuart, Eve, Paula, Adam",Paul Sinha,1,1000.0,9,14,False,True,65,0
01/06/2021,126.0,"Jonathan, Gemma, Charlotte, Barclay",Shaun Wallace,3,90000.0,18,14,False,False,0,2
02/06/2021,127.0,"Harry, Caroline, Allan, Sue",Mark Labbett,2,5000.0,13,14,False,True,57,0
03/06/2021,128.0,"Jan, Sonny, Sandy, Danny",Darragh Ennis,1,2000.0,11,14,False,True,63,0
04/06/2021,129.0,"Jasen, Caroline, Beth, Henry",Anne Hegerty,2,14000.0,18,14,False,True,12,0
30/08/2021,32.0,"Lesley, Phil, Josh, Jen",Mark Labbett,2,60000.0,20,14,False,True,4,0
31/08/2021,36.0,"Gemma, Elizabeth, Sydney, Eden",Darragh Ennis,1,75000.0,18,14,False,False,0,3
01/09/2021,13.0,"Kathryn, Lynne, Dan, Kieran",Anne Hegerty,3,15000.0,19,14,False,True,18,0
02/09/2021,95.0,"Dave, Bella, Kieron, Lisa-Jane",Shaun Wallace,3,12000.0,14,14,False,True,17,0
06/09/2021,131.0,"Charlie, Tony, Steph, Tracy",Jenny Ryan,2,11000.0,18,14,False,True,20,0
07/09/2021,31.0,"George, Charlotte, Louis, Archie",Anne Hegerty,3,12000.0,17,14,False,True,30,0
15/09/2021,151.0,"Sarah, Stephen, Natasha, George",Shaun Wallace,3,5000.0,14,14,False,True,26,0
16/09/2021,132.0,"Lee, Phoebe, Gillian, Jonathan",Paul Sinha,3,12000.0,20,14,False,True,11,0
17/09/2021,138.0,"Julie, Dhiren, Emma, Christopher",Mark Labbett,4,19000.0,15,14,False,True,50,0
20/09/2021,152.0,"Tom, Estelle, Jessica, Pete",Paul Sinha,2,40000.0,13,14,False,True,1,0
21/09/2021,14.0,"Lynne, Ken, Dave, Hollie",Anne Hegerty,2,11000.0,15,14,False,True,23,0
22/09/2021,43.0,"Ed, Kirsten, Jane, Matthew",Darragh Ennis,0,4000.0,15,14,False,True,37,0
23/09/2021,3.0,"Malcolm, Michaela, Charlotte, Thomas",Jenny Ryan,3,16000.0,18,14,False,True,29,0
27/09/2021,17.0,"Neil, Bev, Bertie, Linda",Anne Hegerty,4,19000.0,17,14,False,False,0,2
29/09/2021,102.0,"Jill, Jack, Pippa, Peter",Shaun Wallace,1,3000.0,10,14,False,True,65,0
30/09/2021,153.0,"Lesley, Ellie, Rob, James",Mark Labbett,2,10000.0,17,14,False,True,21,0
01/10/2021,139.0,"Nina, Chris, Scott, Florence",Jenny Ryan,2,70000.0,12,14,False,True,63,0
04/10/2021,130.0,"Steve, Rebecca, Ria, Matt",Darragh Ennis,3,12000.0,16,14,False,True,36,0
05/10/2021,7.0,"Keith, Carole, Molly, Charlie",Mark Labbett,4,20000.0,17,14,False,False,0,1
06/10/2021,20.0,"Simon, Sharon, Hugo, Louis",Jenny Ryan,1,6000.0,11,14,False,True,54,0
07/10/2021,8.0,"Helen, Inaam, George, Debbie",Shaun Wallace,2,4000.0,11,14,False,True,37,0
11/10/2021,12.0,"Tim, Alison, Steve, Holly",Jenny Ryan,3,16000.0,21,14,False,True,10,0
12/10/2021,18.0,"Ross, Amanda, Serena, Karl",Mark Labbett,4,20000.0,22,14,False,True,10,0
14/10/2021,24.0,"Nick, Sue, Rob, Kathryn",Paul Sinha,2,11000.0,14,14,False,True,49,0
15/10/2021,135.0,"Karen, George, Michelle, Peter",Anne Hegerty,3,15000.0,17,14,False,True,9,0
18/10/2021,34.0,"Kathryn, Dave, Adam, Lucy",Anne Hegerty,3,17000.0,18,14,False,False,0,5
19/10/2021,15.0,"Mike, Clare, Cameron, Jo",Shaun Wallace,2,12000.0,13,14,False,True,30,0
21/10/2021,33.0,"Patrick, Linda, Afreena, Brian",Paul Sinha,3,12000.0,21,14,False,False,0,4
22/10/2021,154.0,"Nicholas, Rachel, Alison, Paul",Mark Labbett,3,17000.0,15,14,False,True,36,0
25/10/2021,134.0,"Julia, Libby, Noel, George",Shaun Wallace,2,9000.0,15,14,False,True,23,0
26/10/2021,155.0,"Jane, Tom, Kenny, Katy",Mark Labbett,3,15000.0,18,14,False,False,0,3
27/10/2021,156.0,"Sarah, Daniel, Ashleigh, Graeme",Anne Hegerty,2,9000.0,20,14,False,True,3,0
28/10/2021,25.0,"Lee, Lana, Rebecca, Bill",Jenny Ryan,1,5000.0,11,14,False,True,28,0
01/11/2021,171.0,"Autumn, Tree, Bear, Robin",Jenny Ryan,4,18000.0,21,14,False,False,0,9
02/11/2021,146.0,"Darren, Mel, Kiaran, Caitlin",Mark Labbett,3,21000.0,18,14,False,True,36,0
03/11/2021,172.0,"Bill, Carla, Si, Moss",Darragh Ennis,3,9500.0,15,14,False,True,22,0
04/11/2021,38.0,"Adele, Elvis, Tina, Prince",Shaun Wallace,1,7000.0,17,14,False,False,0,1
05/11/2021,173.0,"Richard, Trish, James, Gordon",Paul Sinha,0,4000.0,13,14,False,True,45,0
08/11/2021,19.0,"Nick, Lynne, Jordan, Sara",Darragh Ennis,2,11000.0,13,14,False,True,16,0
09/11/2021,40.0,"Gordon, Peter, Chloe, Helen",Paul Sinha,3,23000.0,19,14,False,True,16,0
10/11/2021,141.0,"Rahul, Rosa, Megan, Andy",Jenny Ryan,1,1000.0,11,14,False,True,41,0
11/11/2021,147.0,"David, Craig, Alan, Lilly",Anne Hegerty,3,12000.0,16,14,False,False,0,1
12/11/2021,157.0,"Robin, Lynne, Seb, Andrea",Mark Labbett,3,20000.0,18,14,False,True,29,0
16/11/2021,9.0,"Kelly, Alex, Beth, Andrew",Paul Sinha,3,17000.0,15,14,False,True,20,0
17/11/2021,142.0,"Bob, Bernadette, Rebecca, Kwasi",Anne Hegerty,2,7000.0,16,14,False,True,30,0
18/11/2021,158.0,"Maurice, Nina, Dominique, Alan",Jenny Ryan,1,1000.0,11,14,False,True,36,0
19/11/2021,149.0,"Katie, Alison, Liam, Rosh",Shaun Wallace,2,13000.0,16,14,False,True,2,0
22/11/2021,159.0,"Christian, Yasmin, Emily, Kevin",Anne Hegerty,3,16000.0,20,14,False,True,5,0
23/11/2021,143.0,"Amy, Matthew, Richard, Abigail",Darragh Ennis,3,7000.0,15,14,False,True,38,0
24/11/2021,30.0,"Kathrine, Ollie, Sharon, Carlton",Mark Labbett,2,6000.0,17,14,False,True,29,0
25/11/2021,22.0,"David, George, Sarah, Ivy",Jenny Ryan,3,17000.0,19,14,False,False,0,4
26/11/2021,23.0,"Ranjeev, Netrice, Linda, Ian",Paul Sinha,2,7000.0,12,14,False,True,24,0
29/11/2021,41.0,"Trevor, Alison, Jack, Kitty",Shaun Wallace,3,10000.0,17,14,False,False,0,1
30/11/2021,29.0,"Maryanne, Susan, Nadeem, Malcolm",Paul Sinha,3,60000.0,13,14,False,True,20,0
01/12/2021,175.0,"Jen, Fergus, Shelby, Rachael",Darragh Ennis,2,9000.0,15,14,False,True,30,0
02/12/2021,150.0,"Paul, Emily, Debra, Philip",Anne Hegerty,3,15000.0,10,14,False,True,49,0
03/12/2021,174.0,"Simon, Romer, Sammy, Vicky",Mark Labbett,3,20000.0,15,14,False,True,42,0
06/12/2021,42.0,"Richard, Abbi, Dave, Alison",Shaun Wallace,2,47000.0,19,14,False,False,0,3
09/12/2021,168.0,"Andy, Michelle, Jacob, Allie",Jenny Ryan,3,30000.0,14,14,False,True,41,0
10/12/2021,187.0,"Jon, Terence, Fil, Lucy",Mark Labbett,3,18000.0,18,14,False,True,13,0
28/12/2021,192.0,"Dave, Gabrielle, Joseph, Mary",Mark Labbett,2,11000.0,11,14,False,False,0,1
29/12/2021,37.0,"Joe, Lindsay, Katie, Mandy",Paul Sinha,3,17000.0,19,14,False,True,1,0
30/12/2021,193.0,"Tony, Thomas, Chris, Mary",Shaun Wallace,2,28000.0,11,14,False,True,3,0
31/12/2021,39.0,"Ed, Alice, James, Lynn",Anne Hegerty,2,63000.0,18,14,False,False,0,2
03/01/2022,16.0,"David, Courtney, Jennifer, Matt",Darragh Ennis,3,11000.0,18,14,False,False,0,7
04/01/2022,170.0,"Martin, Rebecca, Jayesh, Lucia",Jenny Ryan,3,16000.0,17,14,False,True,12,0
05/01/2022,35.0,"Nathan, Shama, Karen, Jonny",Paul Sinha,1,60000.0,14,14,False,True,28,0
06/01/2022,26.0,"Dave, Louis, Annah, Rachel",Mark Labbett,3,15000.0,19,14,False,False,0,6
07/01/2022,161.0,"Charlotte, Kenny, Erin, Lewis",Anne Hegerty,3,17000.0,15,14,False,True,14,0
11/01/2022,160.0,"Aldo, Sharon, Tina, Chris",Shaun Wallace,2,13000.0,13,14,False,True,44,0
13/01/2022,162.0,"Gerard, Rebecca, Chelsea, Gary",Anne Hegerty,2,13000.0,15,14,False,True,36,0
14/01/2022,186.0,"Simon, Carly, Steph, George",Paul Sinha,2,9000.0,20,14,False,False,0,1
17/01/2022,148.0,"Dino, Anna, Steve, Pam",Jenny Ryan,3,18000.0,18,14,False,True,14,0
18/01/2022,140.0,"Robin, Ramisa, Marie, Mike",Shaun Wallace,4,10000.0,19,14,False,True,10,0
19/01/2022,163.0,"Pete, Novuyo, Joan, Nik",Anne Hegerty,2,7000.0,10,14,False,True,59,0
20/01/2022,198.0,"Danny, Sak, Emily, Sandra",Darragh Ennis,3,17000.0,19,14,False,True,27,0
21/01/2022,188.0,"Hilary, Ben, Alex, John",Mark Labbett,3,23000.0,18,14,False,True,3,0
24/01/2022,137.0,"Olly, Lucie, Graham, Emma",Paul Sinha,2,9000.0,16,14,False,True,53,0
25/01/2022,164.0,"Alex, Doreen, Freddie, Dan",Anne Hegerty,3,16000.0,17,14,False,True,20,0
26/01/2022,144.0,"Gurbinder, Simon, Trudy, Tom",Mark Labbett,4,21000.0,20,14,False,False,0,3
28/01/2022,204.0,"Gillian, Mike, Linda, Barry",Darragh Ennis,2,4000.0,17,14,False,True,29,0
31/01/2022,136.0,"Sarah, Alan, Francesca, Chris",Shaun Wallace,3,66000.0,15,14,False,False,0,3
01/02/2022,145.0,"Mike, Anne-Marie, Katie, Alex",Paul Sinha,3,21000.0,19,14,False,True,3,0
02/02/2022,210.0,"Melanie, Jeff, James, Eirlys",Mark Labbett,4,12000.0,23,14,False,True,5,0
03/02/2022,169.0,"Ollie, Lisa, Kelly, William",Jenny Ryan,2,9000.0,14,14,False,True,47,0
04/02/2022,179.0,"Mark, Jo, Raj, Annabel",Anne Hegerty,2,14000.0,16,14,False,True,47,0
07/02/2022,183.0,"Jamie, Jennifer, Caitlin, Peter",Paul Sinha,3,75000.0,18,14,False,True,16,0
08/02/2022,191.0,"Ian, Joanna, Ollie, Sarah",Jenny Ryan,2,14000.0,17,14,False,True,36,0
10/02/2022,176.0,"Libbie, Shaun, Fiona, Richard",Shaun Wallace,1,1000.0,11,14,False,True,69,0
11/02/2022,165.0,"Hayley, Stephen, Becs, Sean",Anne Hegerty,3,19000.0,25,14,False,False,0,6
15/02/2022,167.0,"Amy, John, Claire, Stephen",Mark Labbett,3,21000.0,20,14,False,False,0,4
16/02/2022,182.0,"Cat, Nathan, Lin, Mark",Paul Sinha,2,10000.0,15,14,False,True,43,0
17/02/2022,207.0,"Hassan, Luke, Shirley, Jo",Jenny Ryan,3,18000.0,21,14,False,False,0,7
22/02/2022,201.0,"Michael, Lauren, Blake, Natalie",Jenny Ryan,0,4000.0,8,14,False,True,72,0
25/02/2022,177.0,"Toni, Harv, Seona, Matt",Shaun Wallace,3,21000.0,18,14,False,True,5,0
01/03/2022,202.0,"Karl, Elise, Charlie, Trish",Shaun Wallace,1,4000.0,12,14,False,True,15,0
03/03/2022,184.0,"Zach, Kate, Hollie, Paddy",Paul Sinha,4,15000.0,14,14,False,True,35,0
04/03/2022,166.0,"Joel, Paul, Philippa, Rebecca",Mark Labbett,3,17000.0,20,14,False,False,0,8
07/03/2022,178.0,"Emma, Johnathan, Lizz, Brian",Shaun Wallace,3,66000.0,18,14,False,False,0,6
11/03/2022,203.0,"Dan, Greg, Sally, Lisa",Paul Sinha,2,11000.0,15,14,False,True,13,0
11/04/2022,185.0,"Fran, Ben, Darshika, Matthew",Paul Sinha,4,53000.0,14,14,False,True,6,0
12/04/2022,180.0,"Jude, Nick, Su, Chante",Anne Hegerty,2,10000.0,17,14,False,False,0,1
19/04/2022,189.0,"Alex, Gita, Owen, Jas",Anne Hegerty,2,7000.0,16,14,False,True,35,0
20/04/2022,197.0,"Josh, Forida, Damien, Rosie",Paul Sinha,2,15000.0,17,14,False,True,30,0
21/04/2022,190.0,"Fred, Ellie, Jas, Edward",Mark Labbett,4,25000.0,24,14,False,False,0,6
26/04/2022,200.0,"Michelle, Salim, Karen, Riaz",Paul Sinha,1,1000.0,12,14,False,True,69,0
27/04/2022,206.0,"Michael, Georgie, John, Elton",Shaun Wallace,3,9000.0,18,14,False,False,0,2
02/05/2022,196.0,"Andrew, Julie, Lauren, Boris",Darragh Ennis,1,4000.0,18,14,False,False,0,2
05/05/2022,194.0,"Dominic, Georgina, Janet, Leroy",Paul Sinha,1,5000.0,14,14,False,True,25,0
09/05/2022,205.0,"Mhairi, Fatai, Rozina, Terry",Paul Sinha,2,7000.0,13,14,False,True,8,0
11/05/2022,181.0,"Andrew, Amy, Jean, Success",Anne Hegerty,4,28000.0,22,14,False,False,0,11
19/10/2022,195.0,"Ross, Kate, Campbell, Naomi",Shaun Wallace,2,23000.0,15,14,False,True,4,0
02/11/2022,208.0,"Jez, Lydia, Kai, Hayley",Paul Sinha,1,5000.0,15,14,False,True,27,0
28/12/2022,199.0,"Alexa, Steph, Aaron, Michael",Jenny Ryan,3,10000.0,16,14,False,True,22,0
30/12/2022,209.0,"Leoni, Ian, Chris, Hilary",Anne Hegerty,4,24000.0,20,14,False,False,0,2
27/01/2022,3.0,"Victoria, Emma, Connor, Ritchie",Shaun Wallace,4,19000.0,15,15,False,True,15,0
09/02/2022,7.0,"Bob, Kate, Bernice, Adam",Darragh Ennis,3,16000.0,18,15,False,True,20,0
14/02/2022,4.0,"Valentine, Chris, Wasim, Victoria",Anne Hegerty,2,12000.0,18,15,False,True,25,0
18/02/2022,9.0,"Jenny, Adrian, Michael, Dot",Darragh Ennis,3,18000.0,20,15,False,True,1,0
21/02/2022,2.0,"Amanda, Alan, Paawan, Tom",Paul Sinha,1,9000.0,18,15,False,False,0,2
23/02/2022,10.0,"Lisa, Maggie, Bart, Marge",Darragh Ennis,3,18000.0,20,15,False,True,15,0
24/02/2022,11.0,"Steve, Lloyd, Chris, Jackie",Mark Labbett,2,11000.0,14,15,False,True,34,0
28/02/2022,1.0,"Binesh, Tash, Omar, Annabelle",Anne Hegerty,1,80000.0,20,15,False,True,9,0
02/03/2022,27.0,"Colin, Tom, Ria, Margot",Jenny Ryan,4,37000.0,22,15,False,True,3,0
08/03/2022,14.0,"Abigail, Payal, Donna, Leanne",Jenny Ryan,2,5000.0,14,15,False,True,22,0
09/03/2022,12.0,"Caroline, Matthew, Lizzy, Graham",Mark Labbett,1,3000.0,12,15,False,True,40,0
10/03/2022,13.0,"Haydn, Romanda, Makyla, Roger",Darragh Ennis,3,9200.0,11,15,False,True,30,0
13/04/2022,16.0,"Kieron, Angie, Lynn, Tom",Shaun Wallace,3,41000.0,13,15,False,True,4,0
14/04/2022,32.0,"Katherine, Ore, Sinclair, Cammy",Jenny Ryan,3,12000.0,10,15,False,True,73,0
15/04/2022,24.0,"Rachel, Judith, Jamie, Andrew",Mark Labbett,2,11000.0,18,15,False,True,6,0
18/04/2022,38.0,"Paul, Denise, Louise, Colin",Darragh Ennis,2,10000.0,16,15,False,True,18,0
22/04/2022,19.0,"Rosie, Steve, Kallan, Seb",Shaun Wallace,3,41000.0,10,15,False,True,76,0
25/04/2022,31.0,"Rod, Laura, Antonio, Kiera",Jenny Ryan,3,20000.0,12,15,False,True,44,0
28/04/2022,17.0,"Tracey, Geoff, Duran, Nick",Anne Hegerty,2,5000.0,17,15,False,True,11,0
29/04/2022,25.0,"Julie, Aaron, Elaine, Michael",Mark Labbett,4,24000.0,16,15,False,True,29,0
03/05/2022,8.0,"Wendy, Jack, Susheel, Neil",Shaun Wallace,2,6000.0,17,15,False,True,36,0
04/05/2022,23.0,"Neil, Sheila, Kate, Joe",Mark Labbett,2,7000.0,13,15,False,True,58,0
06/05/2022,36.0,"Mark, Izzie, James, Annie",Jenny Ryan,2,15000.0,13,15,False,True,3,0
10/05/2022,28.0,"Sylvester, Juliet, Grace, Dan",Jenny Ryan,2,11000.0,8,15,False,True,73,0
12/05/2022,41.0,"Patrick, Nicky, Ella, Stewart",Mark Labbett,2,12000.0,15,15,False,True,12,0
13/05/2022,42.0,"Cole, Ian, Andrew, Jo",Darragh Ennis,2,8000.0,9,15,False,True,66,0
23/05/2022,15.0,"Ben, Anne, Esther, Tony",Jenny Ryan,3,21000.0,20,15,False,False,0,4
24/05/2022,6.0,"Soo, Dom, Nichola, Will",Anne Hegerty,2,13000.0,16,15,False,True,7,0
25/05/2022,18.0,"Claire, Gordon, Elliott, Risha",Paul Sinha,1,7000.0,12,15,False,True,32,0
26/05/2022,37.0,"Angela, Gabe, Fiona, Paul",Shaun Wallace,3,9000.0,16,15,False,True,21,0
27/05/2022,45.0,"Tony, Steve, Thor, Natasha",Darragh Ennis,2,5500.0,15,15,False,False,0,1
30/05/2022,52.0,"Chris, Callum, Sue, Emily",Anne Hegerty,2,6000.0,14,15,False,True,27,0
31/05/2022,43.0,"Toby, Becca, Sophia, Neil",Jenny Ryan,4,20000.0,20,15,False,True,13,0
01/06/2022,50.0,"Ness, Chloe, Carey, Fergus",Mark Labbett,3,17000.0,18,15,False,True,15,0
02/06/2022,35.0,"Drew, Nancy, Tracy, Richard",Paul Sinha,2,7000.0,15,15,False,True,39,0
03/06/2022,29.0,"Phil, Helen, Jamie, Victoria",Shaun Wallace,4,21000.0,18,15,False,False,0,2
29/08/2022,60.0,"Doug, Hannah, Sue, Rusty",Anne Hegerty,3,15000.0,14,15,False,True,27,0
30/08/2022,22.0,"Daniel, Nicola, Bobbie, Adam",Paul Sinha,1,1000.0,13,15,False,True,46,0
31/08/2022,49.0,"Toby, Annabelle, Sarah, Dan",Jenny Ryan,1,80000.0,17,15,False,False,0,1
01/09/2022,44.0,"Amitabh, Becky, Derek, Fiona",Mark Labbett,3,20000.0,19,15,False,True,3,0
02/09/2022,95.0,"Oli, Victoria, Tam, Kathleen",Darragh Ennis,1,4000.0,12,15,False,True,50,0
05/09/2022,55.0,"Gillian, Spencer, Emma, Wayne",Mark Labbett,2,12000.0,16,15,False,True,28,0
06/09/2022,64.0,"Fee, Tom, Adie, Dean",Darragh Ennis,4,22000.0,19,15,False,False,0,8
07/09/2022,66.0,"Barbara, Ben, Lauren, Scott",Anne Hegerty,2,14000.0,15,15,False,True,29,0
20/09/2022,82.0,"Adrian (Beef), Laura, Dan, Mary",Anne Hegerty,3,13000.0,16,15,False,True,35,0
21/09/2022,99.0,"Tim, Emma, Chris, Georgia",Jenny Ryan,3,20000.0,19,15,False,True,30,0
22/09/2022,109.0,"Karina, Susan, Jacob, Paul",Mark Labbett,2,7000.0,13,15,False,True,41,0
23/09/2022,100.0,"Henrik, Cassie, Angie, Ryan",Darragh Ennis,2,10000.0,10,15,False,True,73,0
26/09/2022,111.0,"David, Christine, Aaron, Rachel",Darragh Ennis,3,14000.0,18,15,False,True,2,0
27/09/2022,62.0,"Kahlum, Izzy, James, Janet",Shaun Wallace,2,8000.0,13,15,False,True,51,0
28/09/2022,30.0,"Stan, Joe, Prathi, June",Paul Sinha,3,12000.0,20,15,False,False,0,6
29/09/2022,80.0,"Dee, Owen, Lorraine, Andrew",Anne Hegerty,3,18000.0,18,15,False,True,8,0
30/09/2022,65.0,"Suzi, Kimia, Felix, Craig",Mark Labbett,2,13000.0,14,15,False,True,28,0
03/10/2022,46.0,"John, Dan, Zuby, Alayne",Paul Sinha,2,12000.0,15,15,False,True,20,0
05/10/2022,63.0,"Nav, Andrea, Tom, Karen",Anne Hegerty,3,13000.0,19,15,False,False,0,2
06/10/2022,75.0,"Christine, Jonathan, Sonali, Colin",Jenny Ryan,1,7000.0,14,15,False,True,53,0
07/10/2022,58.0,"Richard, Sue, Jamie, Alexandra",Mark Labbett,2,36000.0,20,15,False,True,9,0
10/10/2022,83.0,"Harry, Stuart, Sarah, Erica",Anne Hegerty,4,25000.0,14,15,False,True,22,0
11/10/2022,59.0,"Antony, Catherine, Heidi, Charlie",Mark Labbett,4,52000.0,21,15,False,True,3,0
12/10/2022,70.0,"Julian, Lizzie, Jane, Rocky",Paul Sinha,3,18000.0,15,15,False,True,23,0
13/10/2022,26.0,"Emma, Joe, Jasmine, Tom",Shaun Wallace,4,23000.0,17,15,False,False,0,3
